eqDataFile
 6185, 0.00970088924
0.000000
-0.000295
-0.000594
-0.000897
-0.001203
-0.001513
-0.001829
-0.002151
-0.002476
-0.002797
-0.003108
-0.003411
-0.003707
-0.003997
-0.004296
-0.004610
-0.004928
-0.005238
-0.005552
-0.005914
-0.006339
-0.006839
-0.007489
-0.008214
-0.008802
-0.009263
-0.009668
-0.009915
-0.009935
-0.009647
-0.009038
-0.008359
-0.007983
-0.008209
-0.008712
-0.008936
-0.008938
-0.008835
-0.008884
-0.009834
-0.011783
-0.014163
-0.016846
-0.019438
-0.021306
-0.022165
-0.022132
-0.021879
-0.022146
-0.023134
-0.023963
-0.023651
-0.022603
-0.021952
-0.022232
-0.023418
-0.025010
-0.026656
-0.028387
-0.029923
-0.030945
-0.031277
-0.030765
-0.028985
-0.026196
-0.023474
-0.021662
-0.021624
-0.022900
-0.024098
-0.025485
-0.027407
-0.028955
-0.029157
-0.027532
-0.024672
-0.022027
-0.021724
-0.024949
-0.029298
-0.032607
-0.035682
-0.038641
-0.041325
-0.044186
-0.047096
-0.049613
-0.051247
-0.052196
-0.053104
-0.054148
-0.055078
-0.055045
-0.052846
-0.048387
-0.043249
-0.039561
-0.037850
-0.037549
-0.037250
-0.035630
-0.032886
-0.028012
-0.020081
-0.010540
-0.000182
0.010661
0.021229
0.030739
0.037452
0.041296
0.043346
0.044059
0.044632
0.046354
0.050135
0.056914
0.065560
0.073957
0.081460
0.086650
0.088223
0.088331
0.088996
0.090043
0.092314
0.096215
0.101101
0.107268
0.115241
0.124149
0.133137
0.142517
0.151980
0.160588
0.167425
0.170509
0.168741
0.160536
0.146333
0.130704
0.114841
0.098419
0.082788
0.068417
0.054844
0.041721
0.028785
0.016023
0.003815
-0.007814
-0.019470
-0.031300
-0.042487
-0.052546
-0.061237
-0.066692
-0.067551
-0.062523
-0.051891
-0.038723
-0.024182
-0.010791
-0.005344
-0.006793
-0.006649
-0.004149
-0.000109
0.006851
0.015188
0.023433
0.031306
0.038370
0.043934
0.047787
0.049202
0.046781
0.041014
0.033478
0.024187
0.013026
0.000732
-0.012121
-0.025312
-0.038602
-0.051536
-0.063918
-0.075434
-0.085032
-0.092059
-0.097222
-0.100369
-0.100256
-0.097950
-0.094726
-0.090683
-0.086577
-0.082087
-0.075743
-0.066419
-0.053787
-0.038388
-0.020924
-0.001988
0.016587
0.030938
0.037758
0.036860
0.027234
0.012469
-0.000299
-0.008599
-0.011509
-0.010278
-0.006314
-0.000444
0.006814
0.016454
0.028080
0.040082
0.051227
0.059679
0.064017
0.064824
0.062765
0.058127
0.052595
0.047663
0.043751
0.042362
0.045544
0.052222
0.059072
0.063721
0.066737
0.070520
0.074908
0.079011
0.082586
0.083194
0.078661
0.068900
0.054742
0.038606
0.022172
0.005663
-0.010071
-0.024490
-0.037891
-0.050571
-0.063356
-0.077432
-0.093433
-0.110831
-0.127009
-0.140471
-0.150177
-0.153547
-0.149907
-0.139714
-0.121388
-0.094520
-0.063527
-0.032446
-0.003026
0.023413
0.045935
0.063224
0.076122
0.086711
0.094451
0.098868
0.101305
0.102433
0.102562
0.102485
0.101400
0.096255
0.084833
0.069440
0.052795
0.034796
0.017337
0.002776
-0.009628
-0.020855
-0.030117
-0.037316
-0.043108
-0.048416
-0.054904
-0.062663
-0.071040
-0.079117
-0.085258
-0.088594
-0.089450
-0.088793
-0.086980
-0.083905
-0.079871
-0.075383
-0.070962
-0.066171
-0.059308
-0.050351
-0.040704
-0.030808
-0.020589
-0.009775
0.001803
0.013405
0.023308
0.029749
0.031745
0.030977
0.029826
0.028378
0.026506
0.024572
0.022727
0.021132
0.018615
0.013437
0.005458
-0.005513
-0.017851
-0.028982
-0.038040
-0.043966
-0.046663
-0.046596
-0.043302
-0.036823
-0.028505
-0.019768
-0.010959
-0.001986
0.008586
0.022079
0.036843
0.051716
0.066443
0.078620
0.085873
0.087406
0.085718
0.082893
0.078143
0.072748
0.068270
0.064414
0.060506
0.056434
0.052597
0.049577
0.048351
0.049342
0.051606
0.053933
0.055729
0.056232
0.054169
0.049793
0.044111
0.037079
0.029560
0.023234
0.017781
0.012299
0.007057
0.002450
-0.000638
-0.001189
0.000225
0.002567
0.005695
0.009277
0.012960
0.016448
0.018694
0.018121
0.014346
0.009170
0.003282
-0.004076
-0.012405
-0.021341
-0.030900
-0.040076
-0.047552
-0.052328
-0.055041
-0.057339
-0.059782
-0.063090
-0.067393
-0.071574
-0.074538
-0.075239
-0.073241
-0.068927
-0.062768
-0.054976
-0.045879
-0.036264
-0.027178
-0.019478
-0.013609
-0.009163
-0.005872
-0.004292
-0.004695
-0.007167
-0.011381
-0.016838
-0.023427
-0.030832
-0.038290
-0.045130
-0.050556
-0.053449
-0.053075
-0.049061
-0.041389
-0.030333
-0.015918
0.001385
0.020444
0.040620
0.061129
0.080923
0.096987
0.101607
0.095941
0.088272
0.078397
0.065605
0.052937
0.041947
0.034083
0.030377
0.029648
0.030344
0.031669
0.032585
0.031409
0.027519
0.021352
0.014398
0.007161
0.000031
-0.005547
-0.008601
-0.008114
-0.005427
-0.002478
0.001033
0.004842
0.008051
0.010237
0.011216
0.010977
0.009587
0.006917
0.002727
-0.003270
-0.010816
-0.017926
-0.023209
-0.026533
-0.025984
-0.022173
-0.018353
-0.014334
-0.009944
-0.006213
-0.003002
-0.000984
-0.000723
-0.001437
-0.003186
-0.006449
-0.010322
-0.013362
-0.015119
-0.015215
-0.013122
-0.008951
-0.003281
0.002651
0.007387
0.007891
0.003849
-0.002648
-0.011793
-0.021972
-0.031700
-0.041357
-0.050389
-0.055962
-0.057192
-0.056189
-0.052635
-0.046250
-0.038635
-0.030630
-0.022547
-0.015472
-0.010088
-0.006044
-0.003038
-0.001018
0.000006
-0.000223
-0.002246
-0.005675
-0.009963
-0.015092
-0.019843
-0.023056
-0.024151
-0.023171
-0.021366
-0.019654
-0.018549
-0.018665
-0.019930
-0.021743
-0.023387
-0.023902
-0.022628
-0.019868
-0.016118
-0.011645
-0.007108
-0.002805
0.001460
0.005657
0.009672
0.013528
0.017212
0.020797
0.024606
0.028846
0.033363
0.037844
0.041925
0.045282
0.047927
0.049520
0.049187
0.047154
0.044066
0.040529
0.037833
0.036630
0.036615
0.037451
0.038699
0.039627
0.040161
0.040828
0.041805
0.043041
0.044388
0.045213
0.044221
0.040977
0.035885
0.028770
0.020741
0.013423
0.007171
0.002497
-0.000348
-0.001717
-0.002257
-0.002618
-0.002640
-0.002164
-0.001531
-0.000931
-0.000276
0.000248
0.000493
0.000717
0.000982
0.001107
0.000830
-0.000117
-0.002187
-0.005238
-0.008562
-0.011898
-0.015000
-0.017516
-0.019033
-0.019443
-0.018849
-0.017074
-0.013915
-0.009563
-0.004764
0.000218
0.005217
0.009559
0.013061
0.015383
0.016085
0.014765
0.011173
0.006054
0.000070
-0.006489
-0.012857
-0.018510
-0.023170
-0.026694
-0.029248
-0.031025
-0.032506
-0.034149
-0.036002
-0.038083
-0.040216
-0.041400
-0.041255
-0.039691
-0.036544
-0.032030
-0.026143
-0.019606
-0.013598
-0.008965
-0.006178
-0.004935
-0.004312
-0.003610
-0.002613
-0.000968
0.001790
0.005422
0.009325
0.013106
0.016195
0.017785
0.017334
0.015645
0.013438
0.011257
0.009592
0.008011
0.006451
0.005047
0.003846
0.002925
0.002295
0.001946
0.001894
0.001973
0.001907
0.001406
0.000340
-0.001259
-0.003372
-0.005729
-0.008034
-0.009479
-0.009215
-0.007529
-0.004996
-0.001876
0.001442
0.004393
0.006806
0.008255
0.007588
0.004481
0.000363
-0.003613
-0.006949
-0.009123
-0.010224
-0.010354
-0.009500
-0.008229
-0.007452
-0.007247
-0.007574
-0.009100
-0.011215
-0.012549
-0.012570
-0.010905
-0.007780
-0.003603
0.001663
0.007493
0.013487
0.019796
0.026153
0.031619
0.034783
0.035108
0.033417
0.030703
0.027184
0.023081
0.019572
0.017519
0.015959
0.014258
0.012962
0.011713
0.010207
0.009265
0.009472
0.010484
0.012134
0.014063
0.015257
0.015720
0.016391
0.017346
0.018271
0.018759
0.017447
0.014285
0.009905
0.004266
-0.001350
-0.005376
-0.007452
-0.007869
-0.007303
-0.006378
-0.005221
-0.003759
-0.001767
0.000885
0.004287
0.007983
0.011110
0.013541
0.015099
0.015630
0.015496
0.014686
0.012960
0.010423
0.007371
0.004047
0.001089
-0.001344
-0.003669
-0.005796
-0.007812
-0.010088
-0.012621
-0.014504
-0.015182
-0.015148
-0.014418
-0.012941
-0.011073
-0.008944
-0.006896
-0.005613
-0.005766
